mot-clé_(mc),url,trafic,position,volumeh,volume_ads,allintitle,cpc,comp.,kgr,kvi,maj_serp,si_informational,si_navigational,si_transactional,si_commercial,si_local,si_brand,sugg._ortho.,sugg._ortho._avec_redir.
"opérateur industrie","https://admin.aveclindustrie.fr/metier/operateur-de-production/","1","28","162","210","","2.8874","0.01","","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"al industrie","https://www.aveclindustrie.fr/","1","32","480","480","7470","0.06","0.05","15.5625","15","OLDER_THAN_2_MONTHS","","","","","","","",""
"liste des métiers de l'industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-metiers-de-lindustrie/","1","5","5","40","","1.7931","0.0549","","27","OLDER_THAN_2_MONTHS","","","","","","","",""
"elec industries","https://www.aveclindustrie.fr/branche/industries-electriques-et-gazieres/","1","22","110","110","","","0.02","","19","2026-06-14","true","true","false","false","false","false","",""
"tous les secteurs","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","17","50","50","","","0","","34","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"le monde de l'industrie","https://www.aveclindustrie.fr/","1","15","40","40","","","0","","18","OLDER_THAN_2_MONTHS","","","","","","","",""
"opérateur de production industrielle","https://www.aveclindustrie.fr/metier/operateur-de-production/","1","9","10","110","","1.25","0.09","","25","2026-06-09","true","false","false","false","false","false","",""
"industrie offre d'emploi","https://aveclindustrie.fr/opco2i/travailler-dans-lindustrie","1","9","10","10","","","0.36","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"la fabrique de l'industrie","https://www.aveclindustrie.fr/","1","32","436","390","1460","","0","3.3486","31","OLDER_THAN_2_MONTHS","","","","","","","",""
"bijouterie orfèvrerie","https://www.aveclindustrie.fr/branche/bijouterie-joaillerie-orfevrerie/","1","11","20","20","","","0.6","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"chaudronnerie metier","https://accueil.aveclindustrie.fr/metier/chaudronnier/","1","34","454","590","","0.07","0.02","","35","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"recrutement m6","https://admin.aveclindustrie.fr/actualites/emission-m6/","1","29","140","140","215","","0.02","1.5357","25","2026-06-06","","","","","","","",""
"metier polisseur","https://www.aveclindustrie.fr/metier/polisseur/","1","14","30","30","","","0.0033","","35","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon emploi rennes 2017","https://www.aveclindustrie.fr/evenements-salons/","1","10","10","10","","","","","12","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"ajusteur mouliste fiche metier","https://aveclindustrie.fr/metier/mecanicien-mouliste-ajusteur/","1","10","10","10","","","","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"l&l lighting","https://www.aveclindustrie.fr/","1","10","10","10","","","0","","","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"carrière industrie","https://www.aveclindustrie.fr/branche/carrieres-et-materiaux/","1","6","5","30","","1.3961","0.01","","7","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"carriere industrie","https://www.aveclindustrie.fr/branche/carrieres-et-materiaux/","1","6","5","30","","","0.01","","7","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"passerelle industrie","https://www.aveclindustrie.fr/","1","26","110","110","","2.26","1","","1","2026-06-05","true","false","false","false","false","false","",""
"devenir cordonnier à 40 ans","https://www.aveclindustrie.fr/metier/cordonnier-multiservices/","1","26","110","110","","0.1714","0.0765","","14","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"les entreprises industrielles","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","12","20","20","","","0.0075","","25","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"métier chaudronnerie","https://accueil.aveclindustrie.fr/metier/chaudronnier/","1","39","480","480","161","0.72","0.1","0.3354","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"conducteur de machine automatisée","https://www.aveclindustrie.fr/metier/conducteur-installations-automatisees/","1","26","100","110","","1.1","0.03","","36","2026-06-15","true","false","false","false","false","false","",""
"industrie marseille","https://www.aveclindustrie.fr/","1","28","110","110","","","0","","25","2026-06-08","false","false","false","false","true","false","",""
"opco industrie","https://www.aveclindustrie.fr/viens-on-accelere-avec-lindustrie/","1","24","90","90","","","0.01","","36","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"je filme mon métier","https://www.aveclindustrie.fr/actualites/participez-au-concours-je-filme-le-metier-qui-me-plait/","1","24","90","90","","","0","","29","OLDER_THAN_2_MONTHS","","","","","","","",""
"commerce industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","25","90","90","403000","1.34","0.01","4477.7778","27","2026-06-11","true","false","false","false","true","false","",""
"industrie dieppe","https://www.aveclindustrie.fr/actualites/le-tour-de-france-de-nos-industries-etape-3-a-a-dieppe/","1","21","70","70","","","0","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"reconversion professionel","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","16","30","30","7","1.46","0.65","0.2333","36","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","","reconversion professionnel"
"siane salon","https://www.aveclindustrie.fr/actualites/la-place-de-lindustrie-revient-au-salon-siane-industries-2025/","1","19","40","40","","","","","20","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie des possibles","https://aveclindustrie.fr/secteurs-metiers/1001-metiers-a-decouvrir","1","26","90","90","","","0","","18","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"produits industriels définition","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","20","40","40","","","0","","4","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie fr","https://www.aveclindustrie.fr/decouvrez-lindustrie/","1","20","40","40","","0.9826","0.0371","","21","OLDER_THAN_2_MONTHS","","","","","","","",""
"qu'est ce que l'industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","11","13","170","","","","","7","OLDER_THAN_2_MONTHS","","","","","","","",""
"l et a","https://www.aveclindustrie.fr/","1","40","390","390","","","0.03","","7","2026-06-04","true","false","false","false","true","true","",""
"fabrique de l'industrie","https://www.aveclindustrie.fr/","1","28","90","90","","","0","","31","OLDER_THAN_2_MONTHS","","","","","","","",""
"industire","https://www.aveclindustrie.fr/","1","31","260","260","","","","","33","2026-05-31","true","false","false","false","false","false","","industrie"
"ingénieurs de production","https://www.aveclindustrie.fr/metier/ingenieur-de-production/","1","38","355","390","","0.13","0.02","","21","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"conducteur d installation","https://www.aveclindustrie.fr/metier/conducteur-installations-automatisees/","1","36","320","320","","0.04","0.01","","34","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie pharmacie","https://www.aveclindustrie.fr/branche/industrie-pharmaceutique/","1","24","70","70","","","0.0395","","29","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie pharmaceutique vétérinaire","https://www.aveclindustrie.fr/branche/produits-pharmaceutiques-parapharmaceutiques-et-veterinaires/","1","24","70","70","","","0.02","","5","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"métiers de l'industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-metiers-de-lindustrie/","1","8","5","720","13900","0.96","0.26","2780","23","2026-07-08","true","false","false","false","false","false","",""
"le secteur industriel en france","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","8","5","50","","","0.0068","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"opco 2i mon compte","https://www.aveclindustrie.fr/politique-de-confidentialite/","1","44","720","720","4","","0","0.0056","21","2026-06-17","false","true","false","false","false","true","",""
"entreprise industrielle définition","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","11","12","140","","","","","21","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie verre","https://www.aveclindustrie.fr/branche/fabrication-mecanique-du-verre/","1","18","30","30","","","0.0179","","9","OLDER_THAN_2_MONTHS","","","","","","","",""
"fete de la musique ouistreham","https://aveclindustrie.fr/actualites/nrj-summer-tour-laventure-se-termine-a-ouistreham-le-14-aout/","1","25","70","70","","","0","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"reconversion industrielle","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","25","70","70","","2.1","0.05","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"carrie x darwin","https://www.aveclindustrie.fr/","1","25","70","70","","","","","22","OLDER_THAN_2_MONTHS","","","","","","","",""
"secteur de l'industrie","https://aveclindustrie.fr/decouvrez-lindustrie/","1","35","267","320","5450","","","20.412","27","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industriel metier","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","19","30","30","","","0","","31","OLDER_THAN_2_MONTHS","","","","","","","industrie metier",""
"avenir project","https://aveclindustrie.fr/","1","27","70","70","","","0","","24","OLDER_THAN_2_MONTHS","","","","","","","",""
"avenir publicitaire","https://aveclindustrie.fr/","1","21","50","50","","2.48","0.03","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industriel definition","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","21","50","50","115","","","2.3","36","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"secteur d'activité : définition","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","57","1727","1900","88","","","0.051","22","OLDER_THAN_2_MONTHS","","","","","","","",""
"formation industrie alternance","https://www.aveclindustrie.fr/decouvrez-lindustrie/decouvrez-lalternance-dans-lindustrie/","1","11","10","10","","1.64","0.86","","19","2026-07-27","true","false","false","false","false","false","",""
"conducteur de machine industrielle","https://www.aveclindustrie.fr/metier/conducteur-equipements-industriels/","1","20","30","30","","","0.03","","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie de la chaussure","https://www.aveclindustrie.fr/branche/industrie-de-la-chaussure-et-articles-chaussants/","1","20","30","30","","","0.0286","","19","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"secteur chimie","https://www.aveclindustrie.fr/branche/chimie/","1","22","50","50","","","0","","5","2026-07-27","true","false","false","false","false","false","",""
"avenir mecanique","https://www.aveclindustrie.fr/","1","29","70","70","","","0.01","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"trouver sa reconversion","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","29","70","70","","2.04","0.52","","43","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"l industrielle","https://www.aveclindustrie.fr/","1","24","54","590","176000","","0.01","3259.2593","5","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"metier de l'industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-metiers-de-lindustrie/","1","49","667","1000","8","0.88","0.09","0.012","33","OLDER_THAN_2_MONTHS","","","","","","","",""
"l industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/","1","33","200","6600","5850000","0.97","0.05","29250","12","2026-07-04","true","false","false","false","false","false","",""
"ingénierie de production","https://aveclindustrie.fr/metier/ingenieur-de-production/","1","41","480","480","2640","0.21","0.02","5.5","16","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"recyclage industriel","https://www.aveclindustrie.fr/branche/industrie-du-recyclage/","1","10","5","70","","2.99","0.07","","11","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"opérateur de production fiche métier","https://www.aveclindustrie.fr/metier/operateur-de-production/","1","15","16","140","","0.5","0.02","","32","2026-06-13","true","false","false","false","false","false","",""
"usine industriel","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","43","480","480","12400","3.25","0.01","25.8333","14","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"quels sont les secteurs d'activité","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","36","210","210","","","","","25","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"horloger métier","https://www.aveclindustrie.fr/metier/horloger-reparateur/","1","21","37","480","","0.5","0.01","","28","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"french fab tour","https://admin.aveclindustrie.fr/actualites/avec-lindustrie-et-la-french-fab-relancent-le-tour-de-france-de-nos-industries/","1","45","480","480","","","0","","8","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"évènement emploi","https://www.aveclindustrie.fr/evenements-salons/","1","39","218","2400","","0.82","0.02","","28","2026-07-05","true","false","false","false","false","false","",""
"usine metier","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-metiers-de-lindustrie/","1","19","20","20","","","0.0212","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"forum elan chalon","https://www.aveclindustrie.fr/evenements-salons/","1","35","173","1900","4","","","0.0231","28","2026-07-06","true","false","false","false","true","false","",""
"salon jeunes d'avenir marseille","https://www.aveclindustrie.fr/actualites/clap-de-fin-au-salon-jeunes-davenirs-marseille/","1","13","10","10","","","0","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"metier d'avenir a la campagne","https://www.aveclindustrie.fr/","1","13","10","10","","0.2586","0.1724","","31","OLDER_THAN_2_MONTHS","","","","","","","",""
"changer de métier comment faire","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","35","170","170","","1.96","0.49","","29","2026-06-15","true","false","false","false","false","false","",""
"ambassadeurs synonyme","https://www.aveclindustrie.fr/qui-sommes-nous/","1","43","390","390","","","0","","47","2026-05-30","true","false","false","false","false","false","",""
"mode industriel","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","25","40","40","","0.6776","1","","41","OLDER_THAN_2_MONTHS","","","","","","","",""
"gp auto onnaing","https://www.aveclindustrie.fr/wp-content/uploads/2025/11/EAT25-Dossier_de_Presentation_DEF.pdf","1","20","20","20","","","0.2143","","32","OLDER_THAN_2_MONTHS","","","","","","","",""
"concours je filme ma formation","https://www.aveclindustrie.fr/actualites/participez-au-concours-je-filme-ma-formation/","1","30","50","50","759","","0.01","15.18","29","OLDER_THAN_2_MONTHS","","","","","","","",""
"metier de reconversion","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","37","170","170","","1.03","0.48","","30","2026-06-08","true","false","false","false","false","false","",""
"industrie du verre","https://www.aveclindustrie.fr/branche/fabrication-mecanique-du-verre/","1","33","140","140","","8.11","0.03","","19","2026-06-19","true","false","false","false","true","false","",""
"liste entreprise industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","21","30","30","","","0.0816","","11","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"m6 publicité recrutement","https://admin.aveclindustrie.fr/actualites/emission-m6/","1","27","40","40","","0.488","0.0238","","25","OLDER_THAN_2_MONTHS","","","","","","","",""
"metier usine","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-metiers-de-lindustrie/","1","15","11","140","","0.66","0.02","","1","2026-06-13","true","false","false","false","false","false","",""
"avenue de l industrie perpignan","https://www.aveclindustrie.fr/","1","30","45","50","","","0.01","","36","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"cordonnier sens","https://www.aveclindustrie.fr/metier/cordonnier-multiservices/","1","44","320","320","","1.69","0.01","","7","OLDER_THAN_2_MONTHS","false","false","false","false","true","false","",""
"céramiste industriel","https://www.aveclindustrie.fr/branche/industries-ceramiques/","1","15","10","10","","2.13","0.35","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"bien industriel","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","30","40","40","","","0","","11","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"comment changer de metiers","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","41","267","320","","1.93","0.79","","29","2026-06-15","true","false","false","false","false","false","",""
"usirea","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","33","110","110","","","0","","14","2026-06-02","true","false","false","false","false","false","",""
"faire une reconversion professionnelle","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","39","141","2400","228","2.54","0.84","1.617","34","2026-07-05","true","false","false","false","false","false","",""
"avenir à venir","https://www.aveclindustrie.fr/","1","47","320","320","","","","","35","2026-05-30","true","false","false","false","false","false","",""
"presse professionnelle industrie","https://www.aveclindustrie.fr/actualites/","1","16","10","10","","0.9412","0.2143","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"matériaux industriels","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","30","36","40","","","0.04","","7","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industries marseille","https://www.aveclindustrie.fr/","1","40","140","140","","","0.0143","","24","2026-06-09","true","false","false","false","true","false","",""
"avenir entreprises","https://www.aveclindustrie.fr/","1","35","110","110","","","0.01","","19","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industrie du jouet","https://www.aveclindustrie.fr/branche/jeux-jouets-et-puericulture/","1","27","30","30","","","0","","7","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"usine beziers","https://www.aveclindustrie.fr/actualites/le-tour-de-france-de-nos-industries-a-beziers/","1","36","110","110","","","0.01","","24","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"concert nrj 2024","https://www.aveclindustrie.fr/actualites/nrj-summer-tour-laventure-se-termine-a-ouistreham-le-14-aout/","1","36","110","110","1540","","","14","14","OLDER_THAN_2_MONTHS","","","","","","","",""
"le métier de cordonnier","https://www.aveclindustrie.fr/metier/cordonnier-multiservices/","1","17","10","10","","","0","","39","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"forum emploi lyon 2017","https://www.aveclindustrie.fr/evenements-salons/","1","17","10","10","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"entreprise de fabrication industrielle","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","45","260","260","","2.27","0.13","","27","2026-06-08","true","false","false","false","true","false","",""
"l'industrie définition","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","12","5","50","","","0","","26","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"herbelin dieppe","https://www.aveclindustrie.fr/actualites/le-tour-de-france-de-nos-industries-etape-1/","1","37","110","110","","","0.12","","1","OLDER_THAN_2_MONTHS","true","false","false","false","true","false","",""
"marseille industrie","https://www.aveclindustrie.fr/","1","41","210","210","","","0.02","","21","2026-06-07","true","false","false","false","false","false","",""
"operateur de production def","https://admin.aveclindustrie.fr/metier/operateur-de-production/","1","38","110","110","","","0","","19","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"automobil industrie","https://www.aveclindustrie.fr/branche/automobile/","1","22","20","20","","","0","","20","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","automobile industrie",""
"les métiers de la production","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-metiers-de-lindustrie/","1","22","20","20","","1.0719","0.0779","","34","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"operator production","https://aveclindustrie.fr/metier/operateur-de-production/","1","22","20","20","","","0","","27","OLDER_THAN_2_MONTHS","","","","","","","",""
"l industrie restaurant clermont ferrand","https://www.aveclindustrie.fr/","1","18","10","10","","","0","","30","OLDER_THAN_2_MONTHS","","","","","","","",""
"dans l avenir","https://www.aveclindustrie.fr/","1","39","110","110","","","0","","31","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"industry types","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","35","90","90","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"plasturgie def","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","56","590","590","","","","","13","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"nuit de l orientation orleans","https://www.aveclindustrie.fr/evenements-salons/","1","38","100","110","","","0","","27","2026-06-07","true","false","false","false","false","false","",""
"lindustrie","https://www.aveclindustrie.fr/","1","57","590","590","40600","2.5","0.01","68.8136","18","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","","l'industrie"
"l'industrielle","https://aveclindustrie.fr/","1","54","536","480","2580","","0","4.8134","10","OLDER_THAN_2_MONTHS","","","","","","","",""
"rue de l'industrie annecy","https://www.aveclindustrie.fr/","1","36","90","90","","","0.01","","42","OLDER_THAN_2_MONTHS","","","","","","","",""
"céramique industrielle","https://www.aveclindustrie.fr/branche/industries-ceramiques/","1","36","90","90","","1.66","0.1","","5","OLDER_THAN_2_MONTHS","","","","","","","",""
"oi beziers","https://www.aveclindustrie.fr/actualites/le-tour-de-france-de-nos-industries-a-beziers/","1","44","210","210","","","","","29","2026-06-09","true","false","false","false","false","false","",""
"l industrie","https://www.aveclindustrie.fr/","1","44","200","6600","5850000","0.97","0.05","29250","12","2026-07-04","true","false","false","false","false","false","",""
"marché plasturgie","https://www.aveclindustrie.fr/branche/plasturgie-et-composites/","1","20","10","10","","","0","","17","OLDER_THAN_2_MONTHS","","","","","","","",""
"ingenieur production","https://www.aveclindustrie.fr/metier/ingenieur-de-production/","1","57","536","590","5780","0.97","0.03","10.7836","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"trouver sa reconversion professionnelle","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","26","20","20","","2.5","0.55","","37","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"activité industrielle définition","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","37","82","90","","","","","13","OLDER_THAN_2_MONTHS","","","","","","","",""
"industrie de l'habillement","https://www.aveclindustrie.fr/branche/habillement/","1","37","82","90","","1.02","0.0229","","29","OLDER_THAN_2_MONTHS","","","","","","","",""
"secteur métallurgie","https://www.aveclindustrie.fr/branche/metallurgie/","1","14","5","50","","","","","22","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"nouvelle industrie","https://www.aveclindustrie.fr/actualites/","1","35","70","70","","","0.01","","14","2026-07-19","true","false","false","false","false","false","",""
"définition entreprise industrielle","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","35","70","70","","","0","","21","OLDER_THAN_2_MONTHS","","","","","","","",""
"avenir google font","https://aveclindustrie.fr/","1","35","70","70","","","0","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"a l'industrie","https://www.aveclindustrie.fr/","1","58","480","480","","0.06","0.05","","5","OLDER_THAN_2_MONTHS","true","false","false","false","false","true","",""
"nombre de sites industriels en france","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","29","20","20","","","0","","44","2026-06-20","true","false","false","false","false","false","",""
"les secteurs de l'industrie","https://www.aveclindustrie.fr/trouver-sa-voie/","1","29","20","20","","","0.0286","","34","OLDER_THAN_2_MONTHS","","","","","","","",""
"info industrie","https://www.aveclindustrie.fr/","1","38","70","70","","","0.0132","","1","OLDER_THAN_2_MONTHS","true","false","false","false","true","true","",""
"polisseur métier","https://www.aveclindustrie.fr/metier/polisseur/","1","31","50","50","","","0.03","","35","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"formation reconversion professionnel","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","47","161","3600","3220","1.78","0.74","20","35","2026-07-01","true","false","false","false","false","false","",""
"reconversion emploi","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","48","170","170","","1.37","0.33","","44","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"usines en france","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","48","170","170","","","0.01","","17","OLDER_THAN_2_MONTHS","true","true","false","false","false","false","",""
"comment trouver sa reconversion professionnelle","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","32","50","50","","2.72","0.85","","36","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"metier du verre","https://aveclindustrie.fr/metier/souffleur-de-verre/","1","32","50","50","","","0.01","","15","OLDER_THAN_2_MONTHS","","","","","","","",""
"métier de lindustrie sans diplôme","https://www.aveclindustrie.fr/trouver-sa-voie/","1","16","5","30","","0.21","0.12","","18","OLDER_THAN_2_MONTHS","","","","","","","","métier de l'industrie sans diplôme"
"evenement ouistreham","https://www.aveclindustrie.fr/actualites/nrj-summer-tour-laventure-se-termine-a-ouistreham-le-14-aout/","1","39","64","70","","","0.12","","25","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"une industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/","1","35","54","70","","","0","","56","OLDER_THAN_2_MONTHS","","","","","","","",""
"reconversion commerce","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","46","140","140","","2.98","0.4","","30","2026-06-14","true","false","false","false","false","false","",""
"définition industriel","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","40","63","880","999","","","15.8571","36","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"la fabrique de l industrie","https://www.aveclindustrie.fr/","1","32","44","480","1290","","0.0004","29.3182","30","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"cap avenir montpellier","https://aveclindustrie.fr/","1","21","10","10","","","0","","1","OLDER_THAN_2_MONTHS","","","","","","","",""
"salon de l'étudiant rennes 2017","https://www.aveclindustrie.fr/evenements-salons/","1","21","10","10","","","","","9","OLDER_THAN_2_MONTHS","","","","","","","",""
"coupeur metier","https://www.aveclindustrie.fr/metier/coupeur-lecture-et-analyse-de-la-matiere-en-maroquinerie/","1","21","10","10","","","0","","20","OLDER_THAN_2_MONTHS","","","","","","","",""
"métier reconversion","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","36","51","720","3900","1.27","0.66","76.4706","28","2026-07-09","true","false","false","false","false","false","",""
"reconversion professionnel formation","https://www.aveclindustrie.fr/changer-de-cap-se-reconvertir/","1","18","5","3600","108","1.78","0.74","21.6","35","2026-07-04","true","false","false","false","false","false","",""
"agent de fabrication d'ensemble métallique","https://www.aveclindustrie.fr/metier/chaudronnier/","1","22","10","10","","","","","1","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"devenir chaudronnier","https://www.aveclindustrie.fr/metier/chaudronnier/","1","31","40","40","","0.975","0.1107","","37","OLDER_THAN_2_MONTHS","true","false","false","false","false","false","",""
"travailler dans l industrie","https://www.aveclindustrie.fr/trouver-sa-voie/","1","24","11","140","","0.69","0.16","","25","2026-06-11","true","false","false","false","false","false","",""
"salon des métiers lyon","https://www.aveclindustrie.fr/evenements-salons/","1","65","733","880","","1.67","0.03","","13","OLDER_THAN_2_MONTHS","","","","","","","",""
"technicien de controle","https://www.aveclindustrie.fr/metier/technicien-controle-qualite/","1","34","45","50","","0.43","0.02","","41","OLDER_THAN_2_MONTHS","","","","","","","",""
"grande industrie","https://www.aveclindustrie.fr/decouvrez-lindustrie/les-secteurs-de-lindustrie/","1","32","40","40","","","0.0082","","22","OLDER_THAN_2_MONTHS","","","","","","","",""
